sample_number,site,element,value,group
119,Forest,Nb,0.41,geochem
119,Forest,Ni,18.6,geochem
119,Forest,P,780,geochem
119,Forest,Pb,11.1,geochem
119,Forest,Rb,14.4,geochem
119,Forest,S,0.04,geochem
119,Forest,Sb,0.27,geochem
119,Forest,Sc,1.7,geochem
119,Forest,Se,1.2,geochem
119,Forest,Sn,0.5,geochem
119,Forest,Sr,27.9,geochem
119,Forest,Te,0.04,geochem
119,Forest,Th,1.5,geochem
119,Forest,Tl,0.13,geochem
119,Forest,U,1.27,geochem
119,Forest,V,42,geochem
119,Forest,Y,8.47,geochem
119,Forest,Zn,122,geochem
119,Forest,Zr,4,geochem
120,Forest,Ag,0.07,geochem
120,Forest,Al,0.82,geochem
120,Forest,As,4.5,geochem
120,Forest,B,20,geochem
120,Forest,Ba,160,geochem
120,Forest,Be,0.53,geochem
120,Forest,Bi,0.23,geochem
120,Forest,Ca,0.8,geochem
120,Forest,Cd,0.47,geochem
120,Forest,Ce,27.9,geochem
120,Forest,Co,6,geochem
120,Forest,Cr,15,geochem
120,Forest,Cs,0.53,geochem
120,Forest,Cu,11.9,geochem
120,Forest,Fe,1.21,geochem
120,Forest,Ga,2.57,geochem
120,Forest,Hf,0.15,geochem
120,Forest,Hg,0.07,geochem
120,Forest,In,0.021,geochem
120,Forest,K,0.23,geochem
120,Forest,La,13.4,geochem
120,Forest,Li,7.4,geochem
120,Forest,Mg,0.27,geochem
120,Forest,Mn,947,geochem
120,Forest,Mo,0.88,geochem
120,Forest,Nb,0.39,geochem
120,Forest,Ni,14.4,geochem
120,Forest,P,760,geochem
120,Forest,Pb,13.1,geochem
120,Forest,Rb,15.6,geochem
120,Forest,S,0.05,geochem
120,Forest,Sb,0.25,geochem
120,Forest,Sc,1.7,geochem
120,Forest,Se,0.8,geochem
120,Forest,Sn,0.5,geochem
120,Forest,Sr,26.1,geochem
120,Forest,Te,0.05,geochem
120,Forest,Th,1.6,geochem
120,Forest,Tl,0.14,geochem
120,Forest,U,1.21,geochem
120,Forest,V,41,geochem
120,Forest,Y,7.15,geochem
120,Forest,Zn,131,geochem
120,Forest,Zr,4.8,geochem
121,Forest,Ag,0.07,geochem
121,Forest,Al,0.6,geochem
121,Forest,As,3.5,geochem
121,Forest,B,20,geochem
121,Forest,Ba,250,geochem
121,Forest,Be,0.38,geochem
121,Forest,Bi,0.17,geochem
121,Forest,Ca,1.46,geochem
121,Forest,Cd,1.5,geochem
121,Forest,Ce,25.6,geochem
121,Forest,Co,6.4,geochem
121,Forest,Cr,11,geochem
121,Forest,Cs,0.43,geochem
121,Forest,Cu,14.1,geochem
121,Forest,Fe,1.03,geochem
121,Forest,Ga,1.89,geochem
121,Forest,Hf,0.11,geochem
121,Forest,Hg,0.1,geochem
121,Forest,In,0.015,geochem
121,Forest,K,0.15,geochem
121,Forest,La,11,geochem
121,Forest,Li,4.3,geochem
121,Forest,Mg,0.2,geochem
121,Forest,Mn,1880,geochem
121,Forest,Mo,0.75,geochem
121,Forest,Nb,0.34,geochem
121,Forest,Ni,14.4,geochem
121,Forest,P,940,geochem
121,Forest,Pb,14.1,geochem
121,Forest,Rb,11.9,geochem
121,Forest,S,0.07,geochem
121,Forest,Sb,0.19,geochem
121,Forest,Sc,1.1,geochem
121,Forest,Se,0.9,geochem
121,Forest,Sn,0.4,geochem
121,Forest,Sr,28.9,geochem
121,Forest,Te,0.04,geochem
121,Forest,Th,1.1,geochem
121,Forest,Tl,0.12,geochem
121,Forest,U,0.69,geochem
121,Forest,V,26,geochem
121,Forest,Y,5.64,geochem
121,Forest,Zn,318,geochem
121,Forest,Zr,3.4,geochem
122,Forest,Ag,0.07,geochem
122,Forest,Al,0.49,geochem
122,Forest,As,1.7,geochem
122,Forest,B,20,geochem
122,Forest,Ba,60,geochem
122,Forest,Be,0.35,geochem
122,Forest,Bi,0.11,geochem
122,Forest,Ca,4.87,geochem
122,Forest,Cd,0.21,geochem
122,Forest,Ce,29.2,geochem
122,Forest,Co,4,geochem
122,Forest,Cr,11,geochem
122,Forest,Cs,0.59,geochem
122,Forest,Cu,11.6,geochem
122,Forest,Fe,0.83,geochem
122,Forest,Ga,1.65,geochem
122,Forest,Hf,0.08,geochem
122,Forest,Hg,0.04,geochem
122,Forest,In,0.013,geochem
122,Forest,K,0.13,geochem
122,Forest,La,13.6,geochem
122,Forest,Li,5.6,geochem
122,Forest,Mg,1.4,geochem
122,Forest,Mn,277,geochem
122,Forest,Mo,0.39,geochem
122,Forest,Nb,0.33,geochem
122,Forest,Ni,12.4,geochem
122,Forest,P,710,geochem
122,Forest,Pb,7.1,geochem
122,Forest,Rb,11.7,geochem
122,Forest,S,0.07,geochem
122,Forest,Sb,0.3,geochem
122,Forest,Sc,1.4,geochem
122,Forest,Se,2.6,geochem
122,Forest,Sn,0.3,geochem
122,Forest,Sr,57.5,geochem
122,Forest,Te,0.03,geochem
122,Forest,Th,1.6,geochem
122,Forest,Tl,0.13,geochem
122,Forest,U,1.74,geochem
122,Forest,V,25,geochem
122,Forest,Y,9.16,geochem
122,Forest,Zn,78,geochem
122,Forest,Zr,3.2,geochem
123,Forest,Ag,0.06,geochem
123,Forest,Al,0.76,geochem
123,Forest,As,4.1,geochem
123,Forest,B,20,geochem
123,Forest,Ba,150,geochem
123,Forest,Be,0.53,geochem
123,Forest,Bi,0.2,geochem
123,Forest,Ca,0.76,geochem
123,Forest,Cd,0.41,geochem
123,Forest,Ce,31.1,geochem
123,Forest,Co,7.6,geochem
123,Forest,Cr,14,geochem
123,Forest,Cs,0.6,geochem
123,Forest,Cu,10.6,geochem
123,Forest,Fe,1.17,geochem
123,Forest,Ga,2.41,geochem
123,Forest,Hf,0.11,geochem
123,Forest,Hg,0.04,geochem
123,Forest,In,0.02,geochem
123,Forest,K,0.22,geochem
123,Forest,La,15.5,geochem
123,Forest,Li,7.2,geochem
123,Forest,Mg,0.29,geochem
123,Forest,Mn,819,geochem
123,Forest,Mo,0.45,geochem
123,Forest,Nb,0.56,geochem
123,Forest,Ni,16.2,geochem
123,Forest,P,600,geochem
123,Forest,Pb,12,geochem
123,Forest,Rb,15,geochem
123,Forest,S,0.03,geochem
123,Forest,Sb,0.23,geochem
123,Forest,Sc,1.7,geochem
123,Forest,Se,0.7,geochem
123,Forest,Sn,0.4,geochem
123,Forest,Sr,23.3,geochem
123,Forest,Te,0.04,geochem
123,Forest,Th,1.8,geochem
123,Forest,Tl,0.13,geochem
123,Forest,U,0.85,geochem
123,Forest,V,43,geochem
123,Forest,Y,8.79,geochem
123,Forest,Zn,102,geochem
123,Forest,Zr,4.2,geochem
124,Forest,Ag,0.07,geochem
124,Forest,Al,0.76,geochem
124,Forest,As,5.8,geochem
124,Forest,B,20,geochem
124,Forest,Ba,150,geochem
124,Forest,Be,0.5,geochem
124,Forest,Bi,0.2,geochem
124,Forest,Ca,0.77,geochem
124,Forest,Cd,0.43,geochem
124,Forest,Ce,33.7,geochem
124,Forest,Co,7.6,geochem
124,Forest,Cr,15,geochem
124,Forest,Cs,0.57,geochem
124,Forest,Cu,10.6,geochem
124,Forest,Fe,1.31,geochem
124,Forest,Ga,2.43,geochem
124,Forest,Hf,0.12,geochem
124,Forest,Hg,0.06,geochem
124,Forest,In,0.022,geochem
124,Forest,K,0.21,geochem
124,Forest,La,16.3,geochem
124,Forest,Li,7.2,geochem
124,Forest,Mg,0.3,geochem
124,Forest,Mn,949,geochem
124,Forest,Mo,0.76,geochem
124,Forest,Nb,0.39,geochem
124,Forest,Ni,18.6,geochem
124,Forest,P,700,geochem
124,Forest,Pb,12.2,geochem
124,Forest,Rb,15.5,geochem
124,Forest,S,0.04,geochem
124,Forest,Sb,0.29,geochem
124,Forest,Sc,1.7,geochem
124,Forest,Se,0.7,geochem
124,Forest,Sn,0.4,geochem
124,Forest,Sr,21.2,geochem
124,Forest,Te,0.04,geochem
124,Forest,Th,1.9,geochem
124,Forest,Tl,0.17,geochem
124,Forest,U,1.03,geochem
124,Forest,V,41,geochem
124,Forest,Y,9.46,geochem
124,Forest,Zn,95,geochem
124,Forest,Zr,4.3,geochem
125,Forest,Ag,0.06,geochem
125,Forest,Al,0.58,geochem
125,Forest,As,7.3,geochem
125,Forest,B,10,geochem
125,Forest,Ba,300,geochem
125,Forest,Be,0.41,geochem
125,Forest,Bi,0.13,geochem
125,Forest,Ca,4.81,geochem
125,Forest,Cd,0.32,geochem
125,Forest,Ce,38.8,geochem
125,Forest,Co,8.8,geochem
125,Forest,Cr,14,geochem
125,Forest,Cs,0.78,geochem
125,Forest,Cu,11,geochem
125,Forest,Fe,1.36,geochem
125,Forest,Ga,2.01,geochem
125,Forest,Hf,0.1,geochem
125,Forest,Hg,0.03,geochem
125,Forest,In,0.019,geochem
125,Forest,K,0.15,geochem
125,Forest,La,18.7,geochem
125,Forest,Li,7,geochem
125,Forest,Mg,1.61,geochem
125,Forest,Mn,1250,geochem
125,Forest,Mo,1.07,geochem
125,Forest,Nb,0.29,geochem
125,Forest,Ni,22,geochem
125,Forest,P,620,geochem
125,Forest,Pb,8.9,geochem
125,Forest,Rb,12.7,geochem
125,Forest,S,0.09,geochem
125,Forest,Sb,0.34,geochem
125,Forest,Sc,2,geochem
125,Forest,Se,0.7,geochem
125,Forest,Sn,0.4,geochem
125,Forest,Sr,58.9,geochem
125,Forest,Te,0.04,geochem
125,Forest,Th,5,geochem
125,Forest,Tl,0.19,geochem
125,Forest,U,1.32,geochem
125,Forest,V,34,geochem
125,Forest,Y,10.8,geochem
125,Forest,Zn,52,geochem
125,Forest,Zr,5.1,geochem
126,Forest,Ag,0.08,geochem
126,Forest,Al,0.58,geochem
126,Forest,As,6.6,geochem
126,Forest,B,20,geochem
126,Forest,Ba,170,geochem
126,Forest,Be,0.38,geochem
126,Forest,Bi,0.15,geochem
126,Forest,Ca,3.54,geochem
126,Forest,Cd,0.44,geochem
126,Forest,Ce,34.4,geochem
126,Forest,Co,8,geochem
126,Forest,Cr,12,geochem
126,Forest,Cs,0.69,geochem
126,Forest,Cu,12.3,geochem
126,Forest,Fe,1.21,geochem
126,Forest,Ga,1.97,geochem
126,Forest,Hf,0.09,geochem
126,Forest,Hg,0.04,geochem
126,Forest,In,0.018,geochem
126,Forest,K,0.16,geochem
126,Forest,La,17.1,geochem
126,Forest,Li,6.9,geochem
126,Forest,Mg,1.31,geochem
126,Forest,Mn,953,geochem
126,Forest,Mo,1.05,geochem
126,Forest,Nb,0.37,geochem
126,Forest,Ni,21.1,geochem
126,Forest,P,570,geochem
126,Forest,Pb,9,geochem
126,Forest,Rb,14,geochem
126,Forest,S,0.08,geochem
126,Forest,Sb,0.37,geochem
126,Forest,Sc,1.8,geochem
126,Forest,Se,0.7,geochem
126,Forest,Sn,0.3,geochem
126,Forest,Sr,44.1,geochem
126,Forest,Te,0.04,geochem
126,Forest,Th,2.9,geochem
126,Forest,Tl,0.19,geochem
126,Forest,U,1.19,geochem
126,Forest,V,32,geochem
126,Forest,Y,10.25,geochem
126,Forest,Zn,63,geochem
126,Forest,Zr,3.7,geochem
127,Forest,Ag,0.08,geochem
127,Forest,Al,0.78,geochem
127,Forest,As,4,geochem
127,Forest,B,20,geochem
127,Forest,Ba,150,geochem
127,Forest,Be,0.51,geochem
127,Forest,Bi,0.21,geochem
127,Forest,Ca,0.91,geochem
127,Forest,Cd,0.37,geochem
127,Forest,Ce,30.7,geochem
127,Forest,Co,6.7,geochem
127,Forest,Cr,14,geochem
127,Forest,Cs,0.56,geochem
127,Forest,Cu,13.7,geochem
127,Forest,Fe,1.2,geochem
127,Forest,Ga,2.39,geochem
127,Forest,Hf,0.12,geochem
127,Forest,Hg,0.06,geochem
127,Forest,In,0.02,geochem
127,Forest,K,0.23,geochem
127,Forest,La,14.4,geochem
127,Forest,Li,7.4,geochem
127,Forest,Mg,0.31,geochem
127,Forest,Mn,748,geochem
127,Forest,Mo,0.59,geochem
127,Forest,Nb,0.37,geochem
127,Forest,Ni,15,geochem
127,Forest,P,670,geochem
127,Forest,Pb,12,geochem
127,Forest,Rb,14.8,geochem
127,Forest,S,0.04,geochem
127,Forest,Sb,0.24,geochem
127,Forest,Sc,1.7,geochem
127,Forest,Se,0.8,geochem
127,Forest,Sn,0.4,geochem
127,Forest,Sr,26.3,geochem
127,Forest,Te,0.03,geochem
127,Forest,Th,1.7,geochem
127,Forest,Tl,0.15,geochem
127,Forest,U,0.74,geochem
127,Forest,V,41,geochem
127,Forest,Y,8.28,geochem
127,Forest,Zn,84,geochem
127,Forest,Zr,4.1,geochem
128,Forest,Ag,0.08,geochem
128,Forest,Al,0.83,geochem
128,Forest,As,3.4,geochem
128,Forest,B,20,geochem
128,Forest,Ba,200,geochem
128,Forest,Be,0.48,geochem
128,Forest,Bi,0.19,geochem
128,Forest,Ca,0.89,geochem
128,Forest,Cd,0.56,geochem
128,Forest,Ce,27.2,geochem
128,Forest,Co,6.8,geochem
128,Forest,Cr,15,geochem
128,Forest,Cs,0.4,geochem
128,Forest,Cu,14,geochem
128,Forest,Fe,1.29,geochem
128,Forest,Ga,2.49,geochem
128,Forest,Hf,0.09,geochem
128,Forest,Hg,0.06,geochem
128,Forest,In,0.02,geochem
128,Forest,K,0.21,geochem
128,Forest,La,12.4,geochem
128,Forest,Li,5.7,geochem
128,Forest,Mg,0.29,geochem
128,Forest,Mn,1510,geochem
128,Forest,Mo,1.05,geochem
128,Forest,Nb,0.37,geochem
128,Forest,Ni,14.1,geochem
128,Forest,P,850,geochem
128,Forest,Pb,12,geochem
128,Forest,Rb,14.5,geochem
128,Forest,S,0.05,geochem
128,Forest,Sb,0.18,geochem
128,Forest,Sc,1.7,geochem
128,Forest,Se,0.9,geochem
128,Forest,Sn,0.4,geochem
128,Forest,Sr,20.7,geochem
128,Forest,Te,0.03,geochem
128,Forest,Th,1.5,geochem
128,Forest,Tl,0.11,geochem
128,Forest,U,0.75,geochem
128,Forest,V,38,geochem
128,Forest,Y,5.75,geochem
128,Forest,Zn,203,geochem
128,Forest,Zr,3,geochem
129,Forest,Ag,0.08,geochem
129,Forest,Al,0.68,geochem
129,Forest,As,5.7,geochem
129,Forest,B,10,geochem
129,Forest,Ba,140,geochem
129,Forest,Be,0.43,geochem
129,Forest,Bi,0.19,geochem
129,Forest,Ca,0.87,geochem
129,Forest,Cd,0.54,geochem
129,Forest,Ce,35.1,geochem
129,Forest,Co,8,geochem
129,Forest,Cr,14,geochem
129,Forest,Cs,0.51,geochem
129,Forest,Cu,12.3,geochem
129,Forest,Fe,1.37,geochem
129,Forest,Ga,2.27,geochem
129,Forest,Hf,0.08,geochem
129,Forest,Hg,0.06,geochem
129,Forest,In,0.016,geochem
129,Forest,K,0.19,geochem
129,Forest,La,17.5,geochem
129,Forest,Li,6.5,geochem
129,Forest,Mg,0.33,geochem
129,Forest,Mn,961,geochem
129,Forest,Mo,0.82,geochem
129,Forest,Nb,0.44,geochem
129,Forest,Ni,19,geochem
129,Forest,P,810,geochem
129,Forest,Pb,11.5,geochem
129,Forest,Rb,13.6,geochem
129,Forest,S,0.04,geochem
129,Forest,Sb,0.31,geochem
129,Forest,Sc,1.8,geochem
129,Forest,Se,0.9,geochem
129,Forest,Sn,0.4,geochem
129,Forest,Sr,21.9,geochem
129,Forest,Te,0.04,geochem
129,Forest,Th,2.1,geochem
129,Forest,Tl,0.2,geochem
129,Forest,U,1.08,geochem
129,Forest,V,36,geochem
129,Forest,Y,9.8,geochem
129,Forest,Zn,89,geochem
129,Forest,Zr,3.3,geochem
130,Forest,Ag,0.07,geochem
130,Forest,Al,0.63,geochem
130,Forest,As,5.5,geochem
130,Forest,B,10,geochem
130,Forest,Ba,140,geochem
130,Forest,Be,0.51,geochem
130,Forest,Bi,0.18,geochem
130,Forest,Ca,0.66,geochem
130,Forest,Cd,0.71,geochem
130,Forest,Ce,37.4,geochem
130,Forest,Co,8,geochem
130,Forest,Cr,14,geochem
130,Forest,Cs,0.58,geochem
130,Forest,Cu,11.8,geochem
130,Forest,Fe,1.33,geochem
130,Forest,Ga,2.24,geochem
130,Forest,Hf,0.12,geochem
130,Forest,Hg,0.04,geochem
130,Forest,In,0.019,geochem
130,Forest,K,0.17,geochem
130,Forest,La,17.7,geochem
130,Forest,Li,6.9,geochem
130,Forest,Mg,0.25,geochem
130,Forest,Mn,1020,geochem
130,Forest,Mo,0.77,geochem
130,Forest,Nb,0.4,geochem
130,Forest,Ni,21.8,geochem
130,Forest,P,710,geochem
130,Forest,Pb,10.5,geochem
130,Forest,Rb,16.3,geochem
130,Forest,S,0.04,geochem
130,Forest,Sb,0.25,geochem
130,Forest,Sc,1.7,geochem
130,Forest,Se,0.7,geochem
130,Forest,Sn,0.4,geochem
130,Forest,Sr,19,geochem
130,Forest,Te,0.03,geochem
130,Forest,Th,2.3,geochem
130,Forest,Tl,0.18,geochem
130,Forest,U,1,geochem
130,Forest,V,33,geochem
130,Forest,Y,10.25,geochem
130,Forest,Zn,90,geochem
130,Forest,Zr,3.5,geochem
131,Forest,Ag,0.09,geochem
131,Forest,Al,0.64,geochem
131,Forest,As,5,geochem
131,Forest,B,20,geochem
131,Forest,Ba,150,geochem
131,Forest,Be,0.52,geochem
131,Forest,Bi,0.21,geochem
131,Forest,Ca,0.96,geochem
131,Forest,Cd,1.76,geochem
131,Forest,Ce,35,geochem
131,Forest,Co,7.3,geochem
131,Forest,Cr,13,geochem
131,Forest,Cs,0.48,geochem
131,Forest,Cu,16.2,geochem
131,Forest,Fe,1.24,geochem
131,Forest,Ga,2.2,geochem
131,Forest,Hf,0.16,geochem
131,Forest,Hg,0.07,geochem
131,Forest,In,0.023,geochem
131,Forest,K,0.18,geochem
131,Forest,La,16.8,geochem
131,Forest,Li,6.9,geochem
131,Forest,Mg,0.26,geochem
131,Forest,Mn,1080,geochem
131,Forest,Mo,0.67,geochem
131,Forest,Nb,0.38,geochem
131,Forest,Ni,21.5,geochem
131,Forest,P,900,geochem
131,Forest,Pb,11.3,geochem
131,Forest,Rb,16.5,geochem
131,Forest,S,0.06,geochem
131,Forest,Sb,0.27,geochem
131,Forest,Sc,1.5,geochem
131,Forest,Se,1.1,geochem
131,Forest,Sn,0.4,geochem
131,Forest,Sr,24.8,geochem
131,Forest,Te,0.03,geochem
131,Forest,Th,1.6,geochem
131,Forest,Tl,0.15,geochem
131,Forest,U,1.11,geochem
131,Forest,V,30,geochem
131,Forest,Y,10.7,geochem
131,Forest,Zn,211,geochem
131,Forest,Zr,4.7,geochem
132,Forest,Ag,0.08,geochem
132,Forest,Al,0.59,geochem
132,Forest,As,3.9,geochem
132,Forest,B,20,geochem
132,Forest,Ba,180,geochem
132,Forest,Be,0.49,geochem
132,Forest,Bi,0.22,geochem
132,Forest,Ca,1.87,geochem
132,Forest,Cd,0.78,geochem
132,Forest,Ce,31.6,geochem
132,Forest,Co,6.4,geochem
132,Forest,Cr,11,geochem
132,Forest,Cs,0.36,geochem
132,Forest,Cu,19.9,geochem
132,Forest,Fe,1.04,geochem
132,Forest,Ga,1.94,geochem
132,Forest,Hf,0.13,geochem
132,Forest,Hg,0.08,geochem
132,Forest,In,0.02,geochem
132,Forest,K,0.18,geochem
132,Forest,La,14.6,geochem
132,Forest,Li,5.6,geochem
132,Forest,Mg,0.39,geochem
132,Forest,Mn,1220,geochem
132,Forest,Mo,0.71,geochem
132,Forest,Nb,0.34,geochem
132,Forest,Ni,19.9,geochem
132,Forest,P,990,geochem
132,Forest,Pb,13.1,geochem
132,Forest,Rb,12.1,geochem
132,Forest,S,0.09,geochem
132,Forest,Sb,0.25,geochem
132,Forest,Sc,1.1,geochem
132,Forest,Se,1.3,geochem
132,Forest,Sn,0.4,geochem
132,Forest,Sr,35.2,geochem
132,Forest,Te,0.02,geochem
132,Forest,Th,1.2,geochem
132,Forest,Tl,0.11,geochem
132,Forest,U,0.91,geochem
132,Forest,V,26,geochem
132,Forest,Y,9.61,geochem
132,Forest,Zn,179,geochem
132,Forest,Zr,3.9,geochem
133,Forest,Ag,0.04,geochem
133,Forest,Al,0.44,geochem
133,Forest,As,8.1,geochem
133,Forest,B,10,geochem
133,Forest,Ba,390,geochem
133,Forest,Be,0.39,geochem
133,Forest,Bi,0.11,geochem
133,Forest,Ca,5.46,geochem
133,Forest,Cd,0.32,geochem
133,Forest,Ce,46.8,geochem
133,Forest,Co,9.3,geochem
133,Forest,Cr,15,geochem
133,Forest,Cs,0.68,geochem
133,Forest,Cu,10.1,geochem
133,Forest,Fe,1.46,geochem
133,Forest,Ga,1.86,geochem
133,Forest,Hf,0.14,geochem
133,Forest,Hg,0.03,geochem
133,Forest,In,0.014,geochem
133,Forest,K,0.1,geochem
133,Forest,La,21.8,geochem
133,Forest,Li,6.4,geochem
133,Forest,Mg,1.77,geochem
133,Forest,Mn,1390,geochem
133,Forest,Mo,1.12,geochem
133,Forest,Nb,0.17,geochem
133,Forest,Ni,23.7,geochem
133,Forest,P,740,geochem
133,Forest,Pb,8.3,geochem
133,Forest,Rb,9.9,geochem
133,Forest,S,0.09,geochem
133,Forest,Sb,0.28,geochem
133,Forest,Sc,1.9,geochem
133,Forest,Se,0.5,geochem
133,Forest,Sn,0.3,geochem
133,Forest,Sr,64.2,geochem
133,Forest,Te,0.03,geochem
133,Forest,Th,7.3,geochem
133,Forest,Tl,0.15,geochem
133,Forest,U,1.46,geochem
133,Forest,V,30,geochem
133,Forest,Y,11.4,geochem
133,Forest,Zn,42,geochem
133,Forest,Zr,7.2,geochem
134,Forest,Ag,0.06,geochem
134,Forest,Al,0.69,geochem
134,Forest,As,3.4,geochem
134,Forest,B,20,geochem
134,Forest,Ba,160,geochem
134,Forest,Be,0.47,geochem
134,Forest,Bi,0.23,geochem
134,Forest,Ca,0.98,geochem
134,Forest,Cd,0.4,geochem
134,Forest,Ce,23.6,geochem
134,Forest,Co,4.5,geochem
134,Forest,Cr,12,geochem
134,Forest,Cs,0.54,geochem
134,Forest,Cu,10.6,geochem
134,Forest,Fe,1.02,geochem
134,Forest,Ga,2.15,geochem
134,Forest,Hf,0.15,geochem
134,Forest,Hg,0.08,geochem
134,Forest,In,0.023,geochem
134,Forest,K,0.22,geochem
134,Forest,La,10.9,geochem
134,Forest,Li,6.8,geochem
134,Forest,Mg,0.26,geochem
134,Forest,Mn,574,geochem
134,Forest,Mo,0.42,geochem
134,Forest,Nb,0.35,geochem
134,Forest,Ni,11,geochem
134,Forest,P,690,geochem
134,Forest,Pb,12.4,geochem
134,Forest,Rb,16,geochem
134,Forest,S,0.06,geochem
134,Forest,Sb,0.21,geochem
134,Forest,Sc,1.5,geochem
134,Forest,Se,0.9,geochem
134,Forest,Sn,0.4,geochem
134,Forest,Sr,31.4,geochem
134,Forest,Te,0.03,geochem
134,Forest,Th,1.6,geochem
134,Forest,Tl,0.12,geochem
134,Forest,U,0.64,geochem
134,Forest,V,35,geochem
134,Forest,Y,4.98,geochem
134,Forest,Zn,148,geochem
134,Forest,Zr,4.6,geochem
135,Forest,Ag,0.06,geochem
135,Forest,Al,0.52,geochem
135,Forest,As,6.4,geochem
135,Forest,B,10,geochem
135,Forest,Ba,170,geochem
135,Forest,Be,0.38,geochem
135,Forest,Bi,0.14,geochem
135,Forest,Ca,4.07,geochem
135,Forest,Cd,0.34,geochem
135,Forest,Ce,34.6,geochem
135,Forest,Co,6.6,geochem
135,Forest,Cr,11,geochem
135,Forest,Cs,0.69,geochem
135,Forest,Cu,12.2,geochem
135,Forest,Fe,1.12,geochem
135,Forest,Ga,1.91,geochem
135,Forest,Hf,0.09,geochem
135,Forest,Hg,0.04,geochem
135,Forest,In,0.016,geochem
135,Forest,K,0.15,geochem
135,Forest,La,15.7,geochem
135,Forest,Li,7,geochem
135,Forest,Mg,1.64,geochem
135,Forest,Mn,896,geochem
135,Forest,Mo,0.9,geochem
135,Forest,Nb,0.36,geochem
135,Forest,Ni,19.1,geochem
135,Forest,P,700,geochem
135,Forest,Pb,8.4,geochem
135,Forest,Rb,11.5,geochem
135,Forest,S,0.08,geochem
135,Forest,Sb,0.29,geochem
135,Forest,Sc,1.7,geochem
135,Forest,Se,0.6,geochem
135,Forest,Sn,0.3,geochem
135,Forest,Sr,40.8,geochem
135,Forest,Te,0.03,geochem
135,Forest,Th,2.9,geochem
135,Forest,Tl,0.18,geochem
135,Forest,U,1.16,geochem
135,Forest,V,27,geochem
135,Forest,Y,9.45,geochem
135,Forest,Zn,60,geochem
135,Forest,Zr,3.5,geochem
136,Forest,Ag,0.06,geochem
136,Forest,Al,0.69,geochem
136,Forest,As,3.1,geochem
136,Forest,B,20,geochem
136,Forest,Ba,170,geochem
136,Forest,Be,0.42,geochem
136,Forest,Bi,0.16,geochem
136,Forest,Ca,1.23,geochem
136,Forest,Cd,0.49,geochem
136,Forest,Ce,21.4,geochem
136,Forest,Co,4.3,geochem
136,Forest,Cr,17,geochem
136,Forest,Cs,0.43,geochem
136,Forest,Cu,21.2,geochem
136,Forest,Fe,0.96,geochem
136,Forest,Ga,2.13,geochem
136,Forest,Hf,0.16,geochem
136,Forest,Hg,0.05,geochem
136,Forest,In,0.015,geochem
136,Forest,K,0.23,geochem
136,Forest,La,10.3,geochem
136,Forest,Li,5.2,geochem
136,Forest,Mg,0.29,geochem
136,Forest,Mn,956,geochem
136,Forest,Mo,0.59,geochem
136,Forest,Nb,0.36,geochem
136,Forest,Ni,14.2,geochem
136,Forest,P,930,geochem
136,Forest,Pb,68,geochem
136,Forest,Rb,13.6,geochem
136,Forest,S,0.07,geochem
136,Forest,Sb,0.65,geochem
136,Forest,Sc,1.3,geochem
136,Forest,Se,0.6,geochem
136,Forest,Sn,0.9,geochem
136,Forest,Sr,26.3,geochem
136,Forest,Te,0.03,geochem
136,Forest,Th,1.3,geochem
136,Forest,Tl,0.11,geochem
136,Forest,U,0.66,geochem
136,Forest,V,32,geochem
136,Forest,Y,4.71,geochem
136,Forest,Zn,158,geochem
136,Forest,Zr,4.6,geochem
137,Forest,Ag,0.05,geochem
137,Forest,Al,0.65,geochem
137,Forest,As,4.5,geochem
137,Forest,B,10,geochem
137,Forest,Ba,140,geochem
137,Forest,Be,0.46,geochem
137,Forest,Bi,0.19,geochem
137,Forest,Ca,0.84,geochem
137,Forest,Cd,0.5,geochem
137,Forest,Ce,31.7,geochem
137,Forest,Co,6.6,geochem
137,Forest,Cr,13,geochem
137,Forest,Cs,0.42,geochem
137,Forest,Cu,12.3,geochem
137,Forest,Fe,1.28,geochem
137,Forest,Ga,2.31,geochem
137,Forest,Hf,0.13,geochem
137,Forest,Hg,0.05,geochem
137,Forest,In,0.021,geochem
137,Forest,K,0.16,geochem
137,Forest,La,15.2,geochem
137,Forest,Li,6.4,geochem
137,Forest,Mg,0.26,geochem
137,Forest,Mn,771,geochem
137,Forest,Mo,0.65,geochem
137,Forest,Nb,0.44,geochem
137,Forest,Ni,15.7,geochem
137,Forest,P,880,geochem
137,Forest,Pb,12.1,geochem
137,Forest,Rb,12.4,geochem
137,Forest,S,0.05,geochem
137,Forest,Sb,0.23,geochem
137,Forest,Sc,1.6,geochem
137,Forest,Se,0.6,geochem
137,Forest,Sn,0.4,geochem
137,Forest,Sr,21.3,geochem
137,Forest,Te,0.02,geochem
137,Forest,Th,1.5,geochem
137,Forest,Tl,0.16,geochem
137,Forest,U,0.88,geochem
137,Forest,V,31,geochem
137,Forest,Y,8.79,geochem
137,Forest,Zn,100,geochem
137,Forest,Zr,3.9,geochem
138,Forest,Ag,0.09,geochem
138,Forest,Al,0.69,geochem
138,Forest,As,4.6,geochem
138,Forest,B,10,geochem
138,Forest,Ba,140,geochem
138,Forest,Be,0.52,geochem
138,Forest,Bi,0.18,geochem
138,Forest,Ca,0.77,geochem
138,Forest,Cd,0.59,geochem
138,Forest,Ce,29.9,geochem
